doc_id,sentence,label,participants_count,interventions_count,outcomes_count
10078673,Motor block was significantly more common ( 30 vs. 0 % ) and more intense with the 0.2 % ropivacaine-4 microg fentanyl solution .,outcomes,0,1,2
10078673,Other side effects were equivalent between solutions and mild in severity .,outcomes,0,0,2
10078673,"A significantly smaller volume of 0.2 % ropivacaine-4 microg fentanyl solution was used , whereas the 0.1 % ropivacaine-2 microg fentanyl group used a significantly greater amount of ropivacaine and fentanyl .",interventions,0,4,0
10078673,CONCLUSIONS Lesser concentrations of ropivacaine and fentanyl provide comparable analgesia with less motor block despite the use of similar amounts of ropivacaine and fentanyl .,interventions,0,2,2
10078673,This finding suggests that concentration of local anesthetic solution at low doses is a primary determinant of motor block with patient-controlled epidural analgesia after lower abdominal surgery .,outcomes,0,0,4
10080319,Masticatory performance and chewing experience with implant-retained mandibular overdentures .,participants,4,0,0
10080319,The relationship between masticatory performance and chewing experience has not yet been explored for patients with implant-retained overdentures .,participants,2,2,0
10080319,"Although many relationships have been found between parameters of objective and subjective oral function , the structure of these relationships remain unclear .",none,0,0,0
10080319,"Therefore , we studied in a randomized clinical trial the relationship between the comminution of an artificial test food , i.e .",none,0,0,0
10080319,"masticatory performance , and the subjective chewing experience .",outcomes,0,8,9
10080319,The trial involved a comparison between two groups receiving implant treatment and one group receiving conventional complete dentures ( CD ) .,none,0,0,0
10080319,The implant treatment involved either a mainly implant-supported mandibular overdenture on a transmandibular implant ( TMI ) or an implant-tissue-supported mandibular overdenture on two IMZ implants ( IMZ ) .,interventions,0,8,0
10080319,Masticatory performance as well as chewing experience were substantially better for the implant-retained overdentures compared with the complete denture group .,outcomes,0,0,7
10080319,No significant differences emerged between the TMI and the IMZ group .,none,0,0,0
10080319,A multiple regression analysis did not provide any comprehensibility in the relationship between masticatory performance and the variables of chewing experience .,outcomes,0,0,9
10080319,In the linear structural relation analysis ( LISREL ) no direct relationship was found between masticatory performance and functional complaints mandibular denture .,outcomes,0,0,8
10080319,The results show that an improvement in masticatory performance does not imply the same improvement in chewing experience and vice versa .,none,0,0,0
10084579,"Genotyping of CYP21 , linked chromosome 6p markers , and a sex-specific gene in neonatal screening for congenital adrenal hyperplasia .",participants,4,3,0
10084579,"We investigated the feasibility and diagnostic utility of genotyping 9 CYP21 mutations , linked chromosome 6p markers , and a dimorphic X-Y marker from neonatal screening samples .",interventions,1,3,3
10084579,Blood-impregnated filter papers ( Guthrie cards ) from 603 randomly chosen New Zealand neonates were genotyped blind to 17-hydroxyprogesterone ( 17-OHP ) levels .,interventions,1,4,0
10084579,Another 50 samples from Swiss and North American infants with correlative hormonal data were also genotyped .,participants,3,0,0
10084579,"DNA was extracted , and gene-specific PCR was performed .",none,0,0,0
10084579,"CYP21 PCR products were subjected to ligase detection reaction , simultaneously analyzing 9 CYP21 mutations ; PCR products of other genes were subjected to direct gel analysis .",interventions,0,2,0
10084579,"CYP21 genotyping indicated a heterozygote rate of 2.8 % for classic mutations ( excluding CYP21 deletions ) , and 2.0 % for nonclassic mutations in New Zealanders .",outcomes,0,1,2
10084579,Ten full-term affected neonates showed a wide range of 17-OHP levels ( 15-1400 nmol/L ) .,outcomes,0,0,2
10084579,Sick or preterm infants or infants screened on the first day of life with high 17-OHP proved genetically unaffected .,outcomes,0,0,1
10084579,Genetic linkage disequilibrium was found between two CYP21 mutations and chromosome 6p markers .,outcomes,0,0,3
10084579,"Guthrie cards can be used to accurately genotype CYP21 and other relevant markers , potentially enhancing the specificity and sensitivity of congenital adrenal hyperplasia screening .",outcomes,0,0,3
10084579,CYP21 heterozygote frequency for classic mutations is higher than expected based on genotype compared with that predicted by hormonal newborn screening .,outcomes,1,1,6
10089089,Piperacillin/tazobactam plus tobramycin versus ceftazidime plus tobramycin as empiric therapy for fever in severely neutropenic patients .,interventions,0,5,1
10089089,The objective of this trial was to evaluate the potential advantages of the combination of piperacillin and tazobactam in the control of fever in neutropenic patients .,participants,5,3,1
10089089,"In this single-center study , patients who experienced a total of 247 febrile episodes were prospectively randomized to receive either our standard regimen , ceftazidime 3 g/day ( 1 g t.i.d .",interventions,0,1,0
10089089,) plus tobramycin 3 mg/kg per day ( 1.5 mg/kg b.i.d .,interventions,0,1,0
10089089,") , or piperacillin 12 g/day plus tazobactam 1.5 g/day ( 4 g+0.5 g t.i.d .",interventions,0,2,0
10089089,) plus tobramycin 3 mg/kg per day ( 1.5 mg/kg b.i.d. ) .,interventions,0,1,0
10089089,"Vancomycin was added in all cases of persistent fever in the ceftazidime arm , but only when there was microbiologically documented resistance in the piperacillin/tazobactam arm .",interventions,0,3,0
10089089,"All 247 episodes were evaluable by "" intent-to-treat "" analysis .",none,0,0,0
10089089,"The two populations were well matched in terms of age , gender , underlying disease , chemotherapy received , oral decontamination , clinical and bacterial documentation , and severity and duration of neutropenia .",none,0,0,0
10089089,"Initial antibacterial therapy was successful ( apyrexia at 72 h , without antibiotic change ) more frequently ( P = 0.008 ) with the regimen containing piperacillin/tazobactam ( 54.4 % ) than with the one including ceftazidime ( 37.6 % ) .",interventions,0,4,1
10089089,"Fewer ( P = 0.02 ) major infectious events ( infectious death or delay in treatment of underlying disease due to infection ) were observed during piperacillin/ tazobactam treatment ( 2.6 % ) than with the ceftazidime regimen ( 11.3 % ) , despite a lower frequency of glycopeptide addition when piperacillin/tazobactam was used ( 54.4 % versus 77.4 % ) according to the rules adopted .",outcomes,0,5,14
10089089,This trial confirmed the efficacy of the piperacillin/tazobactam combination for empirical treatment of febrile neutropenic patients .,interventions,0,1,1
10089089,This antibiotic combination permitted a dramatic decrease in empiric glycopeptide antibiotic administration in such patients .,outcomes,0,3,4
10091821,Independent prognostic information provided by sphygmomanometrically determined pulse pressure and mean arterial pressure in patients with left ventricular dysfunction .,interventions,3,8,4
10091821,OBJECTIVES The purpose of this study was to evaluate the relationship of baseline pulse pressure and mean arterial pressure to mortality in patients with left ventricular dysfunction .,none,0,0,0
10091821,"BACKGROUND Increased conduit vessel stiffness increases pulse pressure and pulsatile load , potentially contributing to adverse outcomes in patients with left ventricular dysfunction .",none,0,0,0
10091821,"METHODS Pulse and mean arterial pressure were analyzed for their effect on mortality , adjusting for other modifiers of risk , using Cox proportional hazards regression analysis of data collected from 6,781 patients randomized into the Studies of Left Ventricular Dysfunction trials .",participants,1,0,1
10091821,"RESULTS Pulse and mean arterial pressure were related positively to each other , age , ejection fraction and prevalence of diabetes and hypertension and inversely to prior myocardial infarction and beta-adrenergic blocking agent use .",outcomes,0,0,5
10091821,"Higher pulse pressure was associated with increased prevalence of female gender , greater calcium channel blocking agent , digoxin and diuretic use , lower heart rate and a higher rate of reported smoking history .",interventions,0,7,3
10091821,"Higher mean arterial pressure was associated with higher heart rate , lower calcium channel blocker and digoxin use and lower New York Heart Association functional class .",interventions,0,4,4
10091821,"Over a 61-month follow-up 1,582 deaths ( 1,397 cardiovascular ) occurred .",outcomes,0,0,1
10091821,"In a multivariate analysis adjusting for the above covariates and treatment assignment , higher pulse pressure remained an independent predictor of total and cardiovascular mortality ( total mortality relative risk , 1.05 per 10 mm Hg increment ; 95 % confidence interval , 1.01 to 1.10 ; p = 0.02 ) .",outcomes,0,0,6
10091821,"Mean arterial pressure was inversely related to total and cardiovascular mortality ( total mortality relative risk , 0.89 ; 95 % confidence interval , 0.85 to 0.94 ; p < 0.0001 ) .",outcomes,0,0,7
10091821,CONCLUSIONS One noninvasive blood pressure measurement provides two independent prognostic factors for survival .,interventions,0,4,1
10091821,"Increased conduit vessel stiffness , as assessed by pulse pressure , may contribute to increased mortality in patients with left ventricular dysfunction , independent of mean arterial pressure .",outcomes,0,0,5
10093945,A comparative study of ofloxacin and cefixime for treatment of typhoid fever in children .,participants,3,2,0
10093945,The Dong Nai Pediatric Center Typhoid Study Group .,none,0,0,0
10093945,"BACKGROUND Despite concerns about safety in children , fluoroquinolone antibiotics have become the treatment of choice in patients with multidrug-resistant typhoid fever in Vietnam .",participants,3,2,0
10093945,"However , quinolone-resistant strains of Salmonella typhi have recently been reported from Vietnam ; and if quinolone resistance becomes established , alternative oral treatment options will be needed .",none,0,0,0
10093945,"OBJECTIVE Cefixime , an orally administered third generation cephalosporin , was compared with ofloxacin for the treatment of uncomplicated typhoid fever in children .",interventions,0,3,0
10093945,METHODS In an open trial children with suspected typhoid fever were randomized to receive either ofloxacin ( 10 mg/kg/day in two divided doses ) for 5 days or cefixime ( 20 mg/kg/day in two divided doses ) for 7 days .,participants,3,2,0
10093945,"RESULTS S. typhi was isolated from 82 patients ( 44 in the cefixime group , 38 in the ofloxacin group ) and 70 ( 85 % ) of the isolates were multidrug-resistant .",participants,2,2,0
10093945,"Median ( 95 % confidence interval , range ) fever clearance times were 4.4 ( 4 to 5.2 , 0.2 to 9.9 ) days for ofloxacin recipients and 8.5 ( 4.2 to 9 , 1.8 to 15.2 ) days for cefixime-treated patients ( P < 0.0001 ) .",outcomes,0,2,3
10093945,"There were 11 treatment failures ( 10 acute and one relapse ) in the cefixime group and 1 acute treatment failure in the ofloxacin group ( mean difference , 22 % ; 95 % confidence interval , 9 to 36 % ) .",outcomes,0,2,5
10093945,"CONCLUSION Short course treatment with cefixime may provide a useful alternative treatment in cases of uncomplicated typhoid fever in children , but it is less effective than short course treatment with ofloxacin .",participants,4,2,0
10094243,Epinephrine-induced panic attacks and hyperventilation .,none,0,0,0
10094243,"To assess the effects of epinephrine on ventilation in patients with panic disorder and in social phobics , analyses were performed on pooled data from two previous infusion studies .",participants,4,1,0
10094243,"Throughout the infusion , changes in transcutaneous PCO2 ( tcPCO2 ) , subjective anxiety , heart rate and blood pressure were recorded continuously .",outcomes,0,0,13
10094243,"Twenty-nine patients received epinephrine , ten patients received placebo .",participants,4,3,0
10094243,Thirteen patients ( 45 % ) had a panic attack during epinephrine .,interventions,0,1,0
10094243,The fall in tcPCO2 and the cardiovascular response was greater in panicking patients than patients who did not panic .,outcomes,0,0,6
10094243,"Although the fall in tcPCO2 associated with panic was not substantial and did not indicate clinically significant acute hyperventilation , it appears to be a sensitive index for epinephrine-induced panic .",outcomes,0,0,3
10094243,The fall in tcPCO2 was predicted rather by the frequency of occurrence of anxiety-related somatic symptoms than by the fear of these symptoms .,outcomes,0,0,8
10094243,These findings further reduce a role for fear of bodily sensations in epinephrine-induced panic attacks and favor a biological sensitivity to sympathetic stimulation .,interventions,0,1,0
10097996,The TOM test : a new instrument for assessing theory of mind in normal children and children with pervasive developmental disorders .,participants,3,2,0
10097996,"This article describes a first attempt to investigate the reliability and validity of the TOM test , a new instrument for assessing theory of mind ability in normal children and children with pervasive developmental disorders ( PDDs ) .",participants,7,2,2
10097996,"In Study 1 , TOM test scores of normal children ( n = 70 ) correlated positively with their performance on other theory of mind tasks .",interventions,1,2,0
10097996,"Furthermore , young children only succeeded on TOM items that tap the basic domains of theory of mind ( e.g. , emotion recognition ) , whereas older children also passed items that measure the more mature areas of theory of mind ( e.g. , understanding of humor , understanding of second-order beliefs ) .",participants,4,0,0
10097996,"Taken together , the findings of Study 1 suggest that the TOM test is a valid measure .",interventions,0,2,2
10097996,Study 2 showed for a separate sample of normal children ( n = 12 ) that the TOM test possesses sufficient test-retest stability .,participants,2,2,2
10097996,Study 3 demonstrated for a sample of children with PDDs ( n = 10 ) that the interrater reliability of the TOM test is good .,outcomes,3,2,4
10097996,"Study 4 found that children with PDDs ( n = 20 ) had significantly lower TOM test scores than children with other psychiatric disorders ( e.g. , children with Attention-deficit Hyperactivity Disorder ; n = 32 ) , a finding that underlines the discriminant validity of the TOM test .",participants,11,4,3
10097996,"Furthermore , Study 4 showed that intelligence as indexed by the Wechsler Intelligence Scale for Children was positively associated with TOM test scores .",outcomes,0,2,9
10097996,"Finally , in all studies , the TOM test was found to be reliable in terms of internal consistency .",interventions,0,2,2
10097996,"Altogether , results indicate that the TOM test is a reliable and valid instrument that can be employed to measure various aspects of theory of mind .",interventions,0,2,0
10100592,A comparative study of administration methods of granisetron injection used to treat nausea/vomiting induced by cancer chemotherapy without cisplatin in tumors of hematopoietic organs .,participants,5,2,0
10100592,Keihanshin Study Group of Hematological Malignancies .,none,0,0,0
10100592,PURPOSE The antiemetic effect of granisetron injection at a dose of 40 microg/kg used in the treatment of nausea/vomiting induced by multidrug combined cancer chemotherapy excluding cisplatin in patients with tumors of hematopoietic organs was evaluated by comparing a 30-min infusion and a slow intravenous injection given over 30 s. METHODS A two-group random-allocation comparative study was performed with the cooperation of multiple institutions using a central registration system .,participants,13,8,0
10100592,"RESULTS In the treatment of acute clinical symptoms , appetite was described as "" similar to that during good health "" by 61.1 % of patients ( 55/93 ) in the instillation group and by 47.3 % ( 44/93 ) in the slow injection group , a significant advantage in the infusion group .",outcomes,0,0,1
10100592,"However , no significant differences in the number of episodes of vomiting , the severity of nausea or clinical efficacy were found .",outcomes,0,0,12
10100592,"In the final clinical evaluation and assessment of usefulness based on the subjective judgement of physicians throughout the entire therapeutic period , no differences were discernible .",none,0,0,0
10100592,No side effects were reported for either method and there was no indication of a sex difference concerning efficacy .,none,0,0,0
10100592,"However , the efficacy in patients with an anemic tendency was slightly inferior .",outcomes,0,0,3
10100592,CONCLUSIONS The maintenance of appetite during the administration of anticancer drugs is very important to maintain patients ' daily activities and quality of life .,none,0,0,0
10100592,The present results support the usefulness of infusion of granisetron as an administration method during chemotherapy for malignant hemopathy .,interventions,0,1,0
10148879,Comparison of patient-controlled and nurse-administered analgesia using intravenous fentanyl during labor .,interventions,3,4,0
10148879,"Preliminary observations have shown that fentanyl citrate , a potent narcotic , is helpful during labor without undue side effects .",interventions,0,2,0
10148879,This randomized prospective investigation compared the patient-controlled administration of fentanyl with that of administration by nurses on request .,interventions,0,9,0
10148879,Eighty healthy women beginning active labor ( cervical dilation 4 cm ) at term were assigned to receive fentanyl intravenously by either patient-controlled administration ( n=37 ) or nurse administration on demand ( n=43 ) .,participants,35,7,0
10148879,Pain intensity measurements during early and late labor revealed the degree of analgesia to be the same in both groups .,outcomes,0,0,6
10148879,The delay in setting up the infusion system and the short time between requesting analgesia and vaginal delivery were limitations with self-administration .,outcomes,0,0,7
10148879,Maternal oversedation and vomiting did not occur .,outcomes,0,0,4
10148879,"Neonatal naloxone therapy was used infrequently , umbilical serum levels of fentanyl were the same in both groups , and postnatal neuroadaptive testing revealed comparable results in both groups .",outcomes,0,0,11
10148879,"Despite the usefulness of fentanyl during labor , administration by the patient had no advantages over administration by the nurses in significantly reducing drug use , improving pain relief , or avoiding drowsiness .",interventions,0,8,7
10155556,Treatment of polyarteritis nodosa and Churg-Strauss syndrome : indications of plasma exchanges .,participants,4,0,0
10155556,"To define the most effective treatment for polyarteritis nodosa ( PAN ) and Churg-Strauss syndrome ( CSS ) , we undertook 4 consecutive prospective therapeutic trials including 236 patients and tried to answer several important questions : Should cyclophosphamide ( CYC ) be given as the first-line treatment ?",participants,7,1,0
10155556,What is the place of plasma exchanges ( PE ) in the treatment of systemic vasculitis ?,interventions,0,2,0
10155556,and does hepatitis B virus ( HBV ) related PAN require treatment ?,none,0,0,0
10155556,"Our first randomized trial in 71 patients ( 1981-1983 ) compared the association of CYC with corticosteroids ( CS ) and PE to CS and PE , in order to evaluate the efficacy of CYC given as the first-line treatment to control disease activity and subsequent survival of PAN and CSS patients .",outcomes,1,0,3
10155556,"Between December 1983 and December 1988 , we conducted two trials simultaneously : one aimed at patients without HBV markers and the second at patients with HBV markers .",participants,6,0,0
10155556,"In 78 patients without HBV markers , we compared prednisone and PE to prednisone alone as the initial therapeutic regimen .",participants,4,4,0
10155556,"In 33 patients with PAN related to HBV , a new therapeutic strategy was applied as an alternative to long-term steroid and immunosuppressive therapy : short-term steroid therapy and PE were used to control the evolution of PAN and anti-viral therapy was administered to suppress the etiological agent of the vasculitis .",interventions,3,11,9
10155556,In the last protocol including 56 patients and addressed to severe PAN without HBV markers or CSS we have shown that PE did not improve the prognosis and control of the disease .,participants,6,0,5
10155556,"Twelve years after the beginning of the trials on PAN and CSS patients , we think that the therapeutic strategy should be as follows : In PAN without HBV and CSS : prednisone in association with CYC improves the control of the disease despite infectious side effects which may be reduced by better CYC dose adaptation .",outcomes,0,5,7
10155556,In PAN related to HBV : The first-line treatment should be the association of anti-viral agents and PE .,interventions,0,4,0
10155556,This treatment was effective and cured a majority of patients within 2 to 3 months ; half of them seroconverted .,outcomes,0,0,1
10155556,"The length of HBV infection before its diagnosis , delay before initiation of treatment and previous immunosuppressive therapy led to a poor seroconversion rate .",outcomes,0,0,7
10155556,The role of PE in the treatment of systemic necrotizing vasculitis : PE are obviously useful in PAN related to HBV where immune complex deposition has been demonstrated .,interventions,1,2,0
10155556,"When PAN is not related to HBV and in CSS , even in severe cases , there is presently no argument supporting systematic administration of PE at the time of diagnosis .",interventions,0,1,0
10172265,Protocol for the Multicenter Acute Stroke Trial -- thrombolysis study .,none,0,0,0
